nr, area, centroidx, centroidy, numBars, pixPerBar0, ..., pixPerBarN, vertex1x, vertex1y, vertex2x, ...
0, 0.041666666666666664, 0.027777777777777776, 0.36111111111111105, 9, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.08333333333333333, 0.08333333333333333, 0, 1
1, 0.0037878787878787915, 0.05808080808080805, 0.3914141414141412, 9, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0.08333333333333333, 0.08333333333333333, 0.09090909090909091, 0.09090909090909091, 0, 1
2, 0.004545454545454547, 0.06363636363636367, 0.39696969696969775, 9, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0.09090909090909091, 0.09090909090909091, 0.1, 0.1, 0, 1
3, 0.00555555555555555, 0.07037037037037036, 0.4037037037037035, 9, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0.1, 0.1, 0.1111111111111111, 0.1111111111111111, 0, 1
4, 0.0069444444444444475, 0.07870370370370368, 0.41203703703703703, 9, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0.1111111111111111, 0.1111111111111111, 0.125, 0.125, 0, 1
5, 0.008928571428571425, 0.0892857142857143, 0.42261904761904756, 9, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0.125, 0.125, 0.14285714285714285, 0.14285714285714285, 0, 1
6, 0.039682539682539666, 0.09576719576719578, 0.5846560846560848, 9, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.14285714285714285, 0.14285714285714285, 0.16666666666666666, 0.16666666666666666, 0.1111111111111111, 0.7777777777777777, 0, 1
7, 0.008207070707070704, 0.14785677285677298, 0.45020720020720084, 9, 0, 0, 0, 1, 0, 0, 0, 0, 1, 0.16666666666666666, 0.16666666666666666, 0.18181818181818182, 0.18181818181818182, 0.125, 0.75, 0.1111111111111111, 0.7777777777777777
8, 0.009253246753246763, 0.16392686261107306, 0.44577732209311066, 9, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0.18181818181818182, 0.18181818181818182, 0.2, 0.2, 0.14285714285714285, 0.7142857142857142, 0.125, 0.75
9, 0.010317460317460315, 0.18408628408628405, 0.43866503866503886, 9, 0, 0, 0, 1, 0, 0, 1, 0, 0, 0.2, 0.2, 0.2222222222222222, 0.2222222222222222, 0.16666666666666666, 0.6666666666666667, 0.14285714285714285, 0.7142857142857142
10, 0.011111111111111113, 0.2101851851851854, 0.4268518518518521, 9, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0.2222222222222222, 0.2222222222222222, 0.25, 0.25, 0.2, 0.6000000000000001, 0.16666666666666666, 0.6666666666666667
11, 0.002777777777777775, 0.22407407407407387, 0.46851851851851917, 9, 0, 0, 0, 1, 1, 0, 0, 0, 0, 0.25, 0.25, 0.2222222222222222, 0.5555555555555554, 0.2, 0.6000000000000001
12, 0.006313131313131312, 0.24831649831649838, 0.3927609427609429, 9, 0, 0, 0, 1, 1, 0, 0, 0, 1, 0.25, 0.25, 0.2727272727272727, 0.2727272727272727, 0.25, 0.5, 0.2222222222222222, 0.5555555555555554
13, 0.001623376623376624, 0.2694805194805188, 0.3528138528138522, 9, 0, 0, 0, 1, 1, 0, 0, 1, 0, 0.2727272727272727, 0.2727272727272727, 0.2857142857142857, 0.2857142857142857, 0.25, 0.5
14, 0.0035714285714285657, 0.2785714285714288, 0.3857142857142858, 9, 0, 0, 0, 2, 0, 0, 0, 1, 0, 0.2857142857142857, 0.2857142857142857, 0.3, 0.3, 0.2857142857142857, 0.4285714285714284, 0.25, 0.5
15, 0.0023809523809523794, 0.30634920634920665, 0.35396825396825354, 9, 0, 0, 0, 2, 0, 0, 1, 0, 0, 0.3, 0.3, 0.3333333333333333, 0.3333333333333333, 0.2857142857142857, 0.4285714285714284
